,item,loc,type,zipcode
522,14th St NE @ 14th Pl,"33.7877341,-84.38081729999999",transit_station,30361
523,Peachtree St@14th St,"33.7877341,-84.38081729999999",transit_station,30361
524,Piedmont Ave NE@15th St NE,"33.7877341,-84.38081729999999",transit_station,30361
525,15th St NE @ Peachtree St NE,"33.7877341,-84.38081729999999",transit_station,30361
526,Peachtree St@12th St,"33.7877341,-84.38081729999999",transit_station,30361
527,Peachtree St NE @ 16th St NE,"33.7877341,-84.38081729999999",transit_station,30361
528,MARTA Arts Center Station,"33.7877341,-84.38081729999999",transit_station,30361
529,bus stop,"33.7877341,-84.38081729999999",transit_station,30361
530,Juniper St NE@10th St NE,"33.7877341,-84.38081729999999",transit_station,30361
531,Peachtree St NE@17th St NE,"33.7877341,-84.38081729999999",transit_station,30361
532,Peachtree St @ Peachtree Pl,"33.7877341,-84.38081729999999",transit_station,30361
533,Midtown Station,"33.7877341,-84.38081729999999",transit_station,30361
534,Piedmont Ave NE@Westminster Dr NE,"33.7877341,-84.38081729999999",transit_station,30361
535,Peachtree St NE @ 8th St NE,"33.7877341,-84.38081729999999",transit_station,30361
536,10th St @ Charles Allen Dr,"33.7877341,-84.38081729999999",transit_station,30361
537,14th St@Juniper St,"33.7877341,-84.38081729999999",transit_station,30361
538,14th St NE @ 14th Pl,"33.7877341,-84.38081729999999",transit_station,30361
539,14th St NE @ 14th Pl,"33.7877341,-84.38081729999999",transit_station,30361
540,N Highland Ave NE @ Los Angeles Ave,"33.7845409,-84.3489467",transit_station,30306
541,N Highland Ave NE @ Glen Arden Way,"33.7845409,-84.3489467",transit_station,30306
542,Virginia Ave NE@Todd Rd NE,"33.7845409,-84.3489467",transit_station,30306
543,N Highland Ave NE@ Rosedale Dr,"33.7845409,-84.3489467",transit_station,30306
544,N Highland Ave NE @ Amsterdam Ave,"33.7845409,-84.3489467",transit_station,30306
545,Briarcliff Rd NE@Oak Park Dr NE,"33.7845409,-84.3489467",transit_station,30306
546,Briarcliff Rd NE@869,"33.7845409,-84.3489467",transit_station,30306
547,Virginia Ave NE @ Maryland Ave NE,"33.7845409,-84.3489467",transit_station,30306
548,N Highland Ave NE @ Courtenay Dr NE,"33.7845409,-84.3489467",transit_station,30306
549,Briarcliff Rd NE@Briarcliff Pl NE,"33.7845409,-84.3489467",transit_station,30306
550,N Highland Ave NE @ Briarcliff Pl,"33.7845409,-84.3489467",transit_station,30306
551,Virginia Ave@Barnett St,"33.7845409,-84.3489467",transit_station,30306
552,Briarcliff Rd @Saint Charles Pl NE,"33.7845409,-84.3489467",transit_station,30306
553,N Highland Ave NE @ Los Angeles Ave,"33.7845409,-84.3489467",transit_station,30306
554,N Highland Ave NE @ Los Angeles Ave,"33.7845409,-84.3489467",transit_station,30306
555,N Highland Ave NE @ Glen Arden Way,"33.7845409,-84.3489467",transit_station,30306
556,N Highland Ave NE @ Virginia Ave NE,"33.7845409,-84.3489467",transit_station,30306
557,N Highland Ave NE @ Glen Arden Way,"33.7845409,-84.3489467",transit_station,30306
558,N Highland Ave @ Virginia Ave,"33.7845409,-84.3489467",transit_station,30306
559,Briarcliff Rd@Stillwood Dr,"33.7845409,-84.3489467",transit_station,30306
560,Howell Mill Rd@Moores Mill Rd,"33.8373615,-84.4201604",transit_station,30325
561,Howell Mill Rd NW@Moores Mill Rd NW,"33.8373615,-84.4201604",transit_station,30325
562,Howell Mill Rd NW@Saint Annes Ln NW,"33.8373615,-84.4201604",transit_station,30325
563,Howell Mill Rd NW@Weston Pl NW,"33.8373615,-84.4201604",transit_station,30325
564,Northside Pky@Rilman Rd,"33.8373615,-84.4201604",transit_station,30325
565,Howell Mill Rd NW@2929,"33.8373615,-84.4201604",transit_station,30325
566,Northside Pkwy @ Moores Mill Rd,"33.8373615,-84.4201604",transit_station,30325
567,Howell Mill Rd NW@Westminster Cir N,"33.8373615,-84.4201604",transit_station,30325
568,Howell Mill Rd NW @ 3280,"33.8373615,-84.4201604",transit_station,30325
569,Northside Pkwy @ 3160,"33.8373615,-84.4201604",transit_station,30325
570,Howell Mill Rd@Nawench Dr,"33.8373615,-84.4201604",transit_station,30325
571,Howell Mill Rd NW@Nawench Dr NW,"33.8373615,-84.4201604",transit_station,30325
572,Howell Mill Rd NW@Downwood Cir NW,"33.8373615,-84.4201604",transit_station,30325
573,Howell Mill Rd @ Downwood Cir NW,"33.8373615,-84.4201604",transit_station,30325
574,Howell Mill Rd NW@Wesley Rd NW,"33.8373615,-84.4201604",transit_station,30325
575,Howell Mill Rd @ 3193,"33.8373615,-84.4201604",transit_station,30325
576,Northside Pkwy @ 3295,"33.8373615,-84.4201604",transit_station,30325
577,Howell Mill Rd NW@2760,"33.8373615,-84.4201604",transit_station,30325
578,Howell Mill Rd NW @ 3280,"33.8373615,-84.4201604",transit_station,30325
579,Howell Mill Rd NW @ 3280,"33.8373615,-84.4201604",transit_station,30325
580,Midtown Transit Station,"33.7841361,-84.3877426",transit_station,30357
581,Arts Center Transit Station,"33.7841361,-84.3877426",transit_station,30357
582,North Avenue Transit Station,"33.7841361,-84.3877426",transit_station,30357
583,Midtown Station,"33.7841361,-84.3877426",transit_station,30357
584,10th St & Williams St,"33.7841361,-84.3877426",transit_station,30357
585,Peachtree St@12th St,"33.7841361,-84.3877426",transit_station,30357
586,Peachtree St@14th St,"33.7841361,-84.3877426",transit_station,30357
587,Peachtree St @ Peachtree Pl,"33.7841361,-84.3877426",transit_station,30357
588,Juniper St NE@10th St NE,"33.7841361,-84.3877426",transit_station,30357
589,MARTA Arts Center Station,"33.7841361,-84.3877426",transit_station,30357
590,15th St NE @ Peachtree St NE,"33.7841361,-84.3877426",transit_station,30357
591,Peachtree St NE @ 8th St NE,"33.7841361,-84.3877426",transit_station,30357
592,Peachtree St NE @ 16th St NE,"33.7841361,-84.3877426",transit_station,30357
593,14th St NE @ 14th Pl,"33.7841361,-84.3877426",transit_station,30357
594,bus stop,"33.7841361,-84.3877426",transit_station,30357
595,Peachtree St NE@17th St NE,"33.7841361,-84.3877426",transit_station,30357
596,10th St NW@Atlantic Dr NW,"33.7841361,-84.3877426",transit_station,30357
597,W Peachtree St @ 12th St,"33.7841361,-84.3877426",transit_station,30357
598,Spring St @ 12th St,"33.7841361,-84.3877426",transit_station,30357
599,West Peachtree St + 13th St,"33.7841361,-84.3877426",transit_station,30357
600,Briarcliff Rd NE @ Johnson Rd NE,"33.8053664,-84.3367294",transit_station,30333
601,Briarcliff Rd NE @ Clifton Rd NE,"33.8053664,-84.3367294",transit_station,30333
602,Briarcliff Rd NE@Briar Vista Ter NE,"33.8053664,-84.3367294",transit_station,30333
603,LaVista Rd NE @ Bernadette Ln NE,"33.8053664,-84.3367294",transit_station,30333
604,Briarcliff Rd NE @ Johnson Rd NE,"33.8053664,-84.3367294",transit_station,30333
605,Briarcliff Rd NE @ Clifton Rd NE,"33.8053664,-84.3367294",transit_station,30333
606,Clifton Rd@Briarcliff Rd,"33.8053664,-84.3367294",transit_station,30333
607,Clifton Rd NE @ Briarcliff Rd NE,"33.8053664,-84.3367294",transit_station,30333
608,Johnson Rd NE @ Briarcliff Rd NE,"33.8053664,-84.3367294",transit_station,30333
609,Clifton Rd NE @ Biltmore Dr NE,"33.8053664,-84.3367294",transit_station,30333
610,Briarcliff Rd NE@Shepherds Ln NE,"33.8053664,-84.3367294",transit_station,30333
611,Briarcliff Rd@Shepherds Ln,"33.8053664,-84.3367294",transit_station,30333
612,Johnson Rd NE@Helen Dr NE,"33.8053664,-84.3367294",transit_station,30333
613,Clifton Rd NE @ Old Briarcliff Way,"33.8053664,-84.3367294",transit_station,30333
614,Clifton Rd@Old Briarcliff Way,"33.8053664,-84.3367294",transit_station,30333
615,Johnson Rd NE@Noble Dr NE,"33.8053664,-84.3367294",transit_station,30333
616,Johnson Rd NE@Noble Dr,"33.8053664,-84.3367294",transit_station,30333
617,Briarcliff Rd NE@Briar Vista Ter NE,"33.8053664,-84.3367294",transit_station,30333
618,Briarcliff Rd NE@Briar Vista Ter NE,"33.8053664,-84.3367294",transit_station,30333
619,Johnson Rd NE@Pasadena Ave,"33.8053664,-84.3367294",transit_station,30333
620,Peachtree Station,"33.7910495,-84.400194",transit_station,30363
621,Arts Center Transit Station,"33.7910495,-84.400194",transit_station,30363
622,17th St @ Village St,"33.7910495,-84.400194",transit_station,30363
623,17th St @ Market St,"33.7910495,-84.400194",transit_station,30363
624,17th St @ Bishop St,"33.7910495,-84.400194",transit_station,30363
625,17th St NW @ State St NW,"33.7910495,-84.400194",transit_station,30363
626,17th St NW @ State St NW,"33.7910495,-84.400194",transit_station,30363
627,17th St NW @ Village St,"33.7910495,-84.400194",transit_station,30363
628,17th St NW @ Village St,"33.7910495,-84.400194",transit_station,30363
629,17th St NW @ District Ave,"33.7910495,-84.400194",transit_station,30363
630,17th St NW @ Bishop St NW,"33.7910495,-84.400194",transit_station,30363
631,17th St NW @ Market St NW,"33.7910495,-84.400194",transit_station,30363
632,17th St NW @ Bishop St NW,"33.7910495,-84.400194",transit_station,30363
633,17th St @ Market St,"33.7910495,-84.400194",transit_station,30363
634,14th St @ Snyder St,"33.7910495,-84.400194",transit_station,30363
635,14th St @ Snyder St,"33.7910495,-84.400194",transit_station,30363
636,14th St @ Atlantic Dr,"33.7910495,-84.400194",transit_station,30363
637,14th St @ Atlantic Dr,"33.7910495,-84.400194",transit_station,30363
638,14th St @ McMillan St,"33.7910495,-84.400194",transit_station,30363
639,14th St @ McMillan St,"33.7910495,-84.400194",transit_station,30363
640,McCallie Blvd NW@Perry Blvd NW,"33.7946333,-84.44877199999999",transit_station,30318
641,Perry Blvd NW @ Odessa Dr,"33.7946333,-84.44877199999999",transit_station,30318
642,Perry Blvd NW @ Odessa Dr NW,"33.7946333,-84.44877199999999",transit_station,30318
643,Perry Blvd @ w Highlands Blvd NW,"33.7946333,-84.44877199999999",transit_station,30318
644,Perry Blvd NW @ w Highlands Blvd NW,"33.7946333,-84.44877199999999",transit_station,30318
645,Perry Blvd NW @ McCallie Blvd NW,"33.7946333,-84.44877199999999",transit_station,30318
646,McCallie Blvd NW@Perry Blvd NW,"33.7946333,-84.44877199999999",transit_station,30318
647,Perry Blvd NW @ McCallie Blvd NW,"33.7946333,-84.44877199999999",transit_station,30318
648,Perry Blvd@1600,"33.7946333,-84.44877199999999",transit_station,30318
649,Perry Blvd@1600,"33.7946333,-84.44877199999999",transit_station,30318
650,McCallie Blvd NW @ Abner Pl NW,"33.7946333,-84.44877199999999",transit_station,30318
651,McCallie Blvd NW@Abner Pl NW,"33.7946333,-84.44877199999999",transit_station,30318
652,Ajax Dr NW@McCallie Blvd NW,"33.7946333,-84.44877199999999",transit_station,30318
653,Ajax Dr@2208,"33.7946333,-84.44877199999999",transit_station,30318
654,Perry Blvd NW @ Mary George Ave NW,"33.7946333,-84.44877199999999",transit_station,30318
655,Ajax Dr NW @ 2223,"33.7946333,-84.44877199999999",transit_station,30318
656,Perry Blvd NW @ Mary George Ave NW,"33.7946333,-84.44877199999999",transit_station,30318
657,Mary George Ave NW @ Abner Pl NW,"33.7946333,-84.44877199999999",transit_station,30318
658,Perry Blvd NW @ Mary George Ave NW,"33.7946333,-84.44877199999999",transit_station,30318
659,Perry Blvd NW @ Johnson Rd NW,"33.7946333,-84.44877199999999",transit_station,30318
660,Clifton Rd NE @ 1599,"33.7980995,-84.3259367",transit_station,30322
661,Clifton Rd NE @ 1615,"33.7980995,-84.3259367",transit_station,30322
662,Clifton Rd @ Houston Mill Rd,"33.7980995,-84.3259367",transit_station,30322
663,Clifton Rd NE @ Houston Mill Rd NE,"33.7980995,-84.3259367",transit_station,30322
664,Michael St @ Houston Mill Rd,"33.7980995,-84.3259367",transit_station,30322
665,CDC,"33.7980995,-84.3259367",transit_station,30322
666,Clifton Rd NE @ Turner Ln,"33.7980995,-84.3259367",transit_station,30322
667,Clifton Rd @ Clifton Way,"33.7980995,-84.3259367",transit_station,30322
668,Clifton Rd @ Gatewood Rd,"33.7980995,-84.3259367",transit_station,30322
669,Clifton Rd @ Gatewood,"33.7980995,-84.3259367",transit_station,30322
670,Clifton Rd NE @ Turner Ln (CDC Pkwy),"33.7980995,-84.3259367",transit_station,30322
671,Clifton Rd @ CDC Pkwy,"33.7980995,-84.3259367",transit_station,30322
672,Clifton Rd NE @ 1749,"33.7980995,-84.3259367",transit_station,30322
673,Clifton Rd NE @ Haygood Dr NE,"33.7980995,-84.3259367",transit_station,30322
674,Clifton Rd @ Eagle Row,"33.7980995,-84.3259367",transit_station,30322
675,Clifton Rd @ 1762,"33.7980995,-84.3259367",transit_station,30322
676,Woodruff Circle Emory,"33.7980995,-84.3259367",transit_station,30322
677,Clifton Rd @ Upper Gate Dr,"33.7980995,-84.3259367",transit_station,30322
678,Clifton Rd NE @ Upper Gate Dr NE,"33.7980995,-84.3259367",transit_station,30322
679,Clifton Rd@Old Briarcliff Way,"33.7980995,-84.3259367",transit_station,30322
680,Peachtree Station,"33.7971137,-84.3804888",transit_station,30309
681,Arts Center Transit Station,"33.7971137,-84.3804888",transit_station,30309
682,Peachtree St NE@17th St NE,"33.7971137,-84.3804888",transit_station,30309
683,Piedmont Ave NE@Westminster Dr NE,"33.7971137,-84.3804888",transit_station,30309
684,Peachtree St NE @ 16th St NE,"33.7971137,-84.3804888",transit_station,30309
685,Piedmont Ave NE@Avery Dr NE,"33.7971137,-84.3804888",transit_station,30309
686,Monroe Dr NE@1705,"33.7971137,-84.3804888",transit_station,30309
687,Monroe Dr NE@Piedmont Way NE,"33.7971137,-84.3804888",transit_station,30309
688,15th St NE @ Peachtree St NE,"33.7971137,-84.3804888",transit_station,30309
689,Piedmont Ave NE@15th St NE,"33.7971137,-84.3804888",transit_station,30309
690,Peachtree St NW@Peachtree Cir NE,"33.7971137,-84.3804888",transit_station,30309
691,Peachtree St NE @ Peachtree Cir NE,"33.7971137,-84.3804888",transit_station,30309
692,Peachtree St NE@w Peachtree St NW,"33.7971137,-84.3804888",transit_station,30309
693,Peachtree St NE @ Peachtree St NW,"33.7971137,-84.3804888",transit_station,30309
694,Piedmont Ave NE@Monroe Dr NE,"33.7971137,-84.3804888",transit_station,30309
695,Peachtree St NE@17th St NE,"33.7971137,-84.3804888",transit_station,30309
696,Peachtree St NE@17th St NE,"33.7971137,-84.3804888",transit_station,30309
697,17th St NE @ Peachtree St NE,"33.7971137,-84.3804888",transit_station,30309
698,Peachtree St NE@Spring St NW,"33.7971137,-84.3804888",transit_station,30309
699,Piedmont Ave NE@the Prado NE,"33.7971137,-84.3804888",transit_station,30309
